Logging to ./logs_PPO_0.001_baseline
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 47          |
|    time_elapsed         | 27450       |
|    total_timesteps      | 3008        |
| train/                  |             |
|    approx_kl            | 0.049130376 |
|    clip_fraction        | 0.248       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.99       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 9.9         |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0805     |
|    value_loss           | 20.8        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 3072        |
| train/                  |             |
|    approx_kl            | 0.029982774 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.74       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 14          |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0583     |
|    value_loss           | 29.1        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 85.1     |
|    ep_rew_mean     | -286     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 48       |
|    time_elapsed    | 30398    |
|    total_timesteps | 3072     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 49          |
|    time_elapsed         | 30510       |
|    total_timesteps      | 3136        |
| train/                  |             |
|    approx_kl            | 0.031461973 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.62       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 17.1        |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0635     |
|    value_loss           | 35.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 50          |
|    time_elapsed         | 30617       |
|    total_timesteps      | 3200        |
| train/                  |             |
|    approx_kl            | 0.031113055 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.55       |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0003      |
|    loss                 | 14.9        |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.0601     |
|    value_loss           | 30.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 51          |
|    time_elapsed         | 30721       |
|    total_timesteps      | 3264        |
| train/                  |             |
|    approx_kl            | 0.033674337 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.52       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 12.8        |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0733     |
|    value_loss           | 26.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 52          |
|    time_elapsed         | 30827       |
|    total_timesteps      | 3328        |
| train/                  |             |
|    approx_kl            | 0.033911195 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.45       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 14          |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0627     |
|    value_loss           | 29.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 85.1       |
|    ep_rew_mean          | -286       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 53         |
|    time_elapsed         | 30924      |
|    total_timesteps      | 3392       |
| train/                  |            |
|    approx_kl            | 0.03337422 |
|    clip_fraction        | 0.203      |
|    clip_range           | 0.2        |
|    entropy_loss         | -6.36      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 12.1       |
|    n_updates            | 520        |
|    policy_gradient_loss | -0.0687    |
|    value_loss           | 25.3       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.5        |
|    ep_rew_mean          | -284        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 54          |
|    time_elapsed         | 31018       |
|    total_timesteps      | 3456        |
| train/                  |             |
|    approx_kl            | 0.038641103 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.3        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 11.4        |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.0752     |
|    value_loss           | 23.8        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 97.1       |
|    ep_rew_mean          | -283       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 55         |
|    time_elapsed         | 31109      |
|    total_timesteps      | 3520       |
| train/                  |            |
|    approx_kl            | 0.06282024 |
|    clip_fraction        | 0.339      |
|    clip_range           | 0.2        |
|    entropy_loss         | -6.15      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 17.2       |
|    n_updates            | 540        |
|    policy_gradient_loss | -0.0763    |
|    value_loss           | 35         |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 3584        |
| train/                  |             |
|    approx_kl            | 0.018131059 |
|    clip_fraction        | 0.0922      |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.04       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 12.6        |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0407     |
|    value_loss           | 26          |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 97.1     |
|    ep_rew_mean     | -283     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 56       |
|    time_elapsed    | 34031    |
|    total_timesteps | 3584     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.1        |
|    ep_rew_mean          | -283        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 57          |
|    time_elapsed         | 34122       |
|    total_timesteps      | 3648        |
| train/                  |             |
|    approx_kl            | 0.027804287 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.03       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 10.1        |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0595     |
|    value_loss           | 21.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -283        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 58          |
|    time_elapsed         | 34216       |
|    total_timesteps      | 3712        |
| train/                  |             |
|    approx_kl            | 0.030136464 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.06       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 9.34        |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.058      |
|    value_loss           | 19.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -283        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 59          |
|    time_elapsed         | 34310       |
|    total_timesteps      | 3776        |
| train/                  |             |
|    approx_kl            | 0.063181914 |
|    clip_fraction        | 0.328       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.05       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 16.8        |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.0723     |
|    value_loss           | 34          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -283        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 60          |
|    time_elapsed         | 34402       |
|    total_timesteps      | 3840        |
| train/                  |             |
|    approx_kl            | 0.017944407 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.03       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 9.79        |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.0312     |
|    value_loss           | 20.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -283        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 61          |
|    time_elapsed         | 34494       |
|    total_timesteps      | 3904        |
| train/                  |             |
|    approx_kl            | 0.019797083 |
|    clip_fraction        | 0.0953      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.95       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 7.53        |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0449     |
|    value_loss           | 15.9        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -283       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 62         |
|    time_elapsed         | 34595      |
|    total_timesteps      | 3968       |
| train/                  |            |
|    approx_kl            | 0.02780189 |
|    clip_fraction        | 0.15       |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.97      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 8.06       |
|    n_updates            | 610        |
|    policy_gradient_loss | -0.0589    |
|    value_loss           | 17         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 63          |
|    time_elapsed         | 34689       |
|    total_timesteps      | 4032        |
| train/                  |             |
|    approx_kl            | 0.021823034 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.9        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 8.68        |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.05       |
|    value_loss           | 18.2        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.026968703 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.84       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 14.3        |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0491     |
|    value_loss           | 29.2        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 111      |
|    ep_rew_mean     | -281     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 64       |
|    time_elapsed    | 37613    |
|    total_timesteps | 4096     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 65          |
|    time_elapsed         | 37709       |
|    total_timesteps      | 4160        |
| train/                  |             |
|    approx_kl            | 0.023035713 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.83       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 8.84        |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0601     |
|    value_loss           | 18.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 66          |
|    time_elapsed         | 37802       |
|    total_timesteps      | 4224        |
| train/                  |             |
|    approx_kl            | 0.024265915 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.78       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 9.67        |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.056      |
|    value_loss           | 20.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 67          |
|    time_elapsed         | 37892       |
|    total_timesteps      | 4288        |
| train/                  |             |
|    approx_kl            | 0.023206677 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.77       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 9.88        |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0569     |
|    value_loss           | 20.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 68          |
|    time_elapsed         | 37983       |
|    total_timesteps      | 4352        |
| train/                  |             |
|    approx_kl            | 0.047301535 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.67       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 8.52        |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0642     |
|    value_loss           | 17.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 69          |
|    time_elapsed         | 38074       |
|    total_timesteps      | 4416        |
| train/                  |             |
|    approx_kl            | 0.035239927 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.55       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 6.91        |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.0736     |
|    value_loss           | 14.7        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 111        |
|    ep_rew_mean          | -281       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 70         |
|    time_elapsed         | 38166      |
|    total_timesteps      | 4480       |
| train/                  |            |
|    approx_kl            | 0.02203437 |
|    clip_fraction        | 0.116      |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.51      |
|    explained_variance   | 5.96e-08   |
|    learning_rate        | 0.0003     |
|    loss                 | 7.92       |
|    n_updates            | 690        |
|    policy_gradient_loss | -0.0419    |
|    value_loss           | 16.7       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 71          |
|    time_elapsed         | 38265       |
|    total_timesteps      | 4544        |
| train/                  |             |
|    approx_kl            | 0.026603311 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.53       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 8.03        |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0519     |
|    value_loss           | 16.9        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 4608        |
| train/                  |             |
|    approx_kl            | 0.022957962 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.44       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 9.19        |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0434     |
|    value_loss           | 19.3        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 111      |
|    ep_rew_mean     | -281     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 72       |
|    time_elapsed    | 41197    |
|    total_timesteps | 4608     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 73          |
|    time_elapsed         | 41288       |
|    total_timesteps      | 4672        |
| train/                  |             |
|    approx_kl            | 0.019447748 |
|    clip_fraction        | 0.0984      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.39       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 7.97        |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0387     |
|    value_loss           | 16.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 74          |
|    time_elapsed         | 41380       |
|    total_timesteps      | 4736        |
| train/                  |             |
|    approx_kl            | 0.018282127 |
|    clip_fraction        | 0.0875      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.28       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 7.59        |
|    n_updates            | 730         |
|    policy_gradient_loss | -0.0435     |
|    value_loss           | 16          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 75          |
|    time_elapsed         | 41475       |
|    total_timesteps      | 4800        |
| train/                  |             |
|    approx_kl            | 0.020621981 |
|    clip_fraction        | 0.0984      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.22       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 6.9         |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.0491     |
|    value_loss           | 14.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 76          |
|    time_elapsed         | 41570       |
|    total_timesteps      | 4864        |
| train/                  |             |
|    approx_kl            | 0.026766445 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.11       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 7.85        |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.0537     |
|    value_loss           | 16.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 77          |
|    time_elapsed         | 41661       |
|    total_timesteps      | 4928        |
| train/                  |             |
|    approx_kl            | 0.024439313 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5          |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0003      |
|    loss                 | 6.92        |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0523     |
|    value_loss           | 14.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -281        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 78          |
|    time_elapsed         | 41753       |
|    total_timesteps      | 4992        |
| train/                  |             |
|    approx_kl            | 0.020683143 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.87       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 6.35        |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.0444     |
|    value_loss           | 13.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | -278        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 79          |
|    time_elapsed         | 41844       |
|    total_timesteps      | 5056        |
| train/                  |             |
|    approx_kl            | 0.017178137 |
|    clip_fraction        | 0.0766      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.75       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 6.03        |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.0448     |
|    value_loss           | 12.8        |
-----------------------------------------
