Logging to ./logs_PPO_0.01_baseline
---------------------------------
| rollout/           |          |
|    time_elapsed         | 27392       |
|    total_timesteps      | 3008        |
| train/                  |             |
|    approx_kl            | 0.040451653 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.79       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 21.4        |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.071      |
|    value_loss           | 44.2        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -184        |
| time/                   |             |
|    total_timesteps      | 3072        |
| train/                  |             |
|    approx_kl            | 0.027317137 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.6        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 30.7        |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0661     |
|    value_loss           | 62.9        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 91.1     |
|    ep_rew_mean     | -291     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 48       |
|    time_elapsed    | 30330    |
|    total_timesteps | 3072     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 99.1        |
|    ep_rew_mean          | -289        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 49          |
|    time_elapsed         | 30467       |
|    total_timesteps      | 3136        |
| train/                  |             |
|    approx_kl            | 0.031152105 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.57       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 34.2        |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0766     |
|    value_loss           | 69.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 50         |
|    time_elapsed         | 30597      |
|    total_timesteps      | 3200       |
| train/                  |            |
|    approx_kl            | 0.04109685 |
|    clip_fraction        | 0.225      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.47      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 34.2       |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.0738    |
|    value_loss           | 69.3       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 51          |
|    time_elapsed         | 30705       |
|    total_timesteps      | 3264        |
| train/                  |             |
|    approx_kl            | 0.041215673 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.39       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 22.7        |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0702     |
|    value_loss           | 46.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 52         |
|    time_elapsed         | 30816      |
|    total_timesteps      | 3328       |
| train/                  |            |
|    approx_kl            | 0.02742074 |
|    clip_fraction        | 0.136      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.33      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 14.8       |
|    n_updates            | 510        |
|    policy_gradient_loss | -0.0623    |
|    value_loss           | 30.9       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 53          |
|    time_elapsed         | 30935       |
|    total_timesteps      | 3392        |
| train/                  |             |
|    approx_kl            | 0.022933966 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.24       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 18.3        |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0588     |
|    value_loss           | 38          |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 54         |
|    time_elapsed         | 31045      |
|    total_timesteps      | 3456       |
| train/                  |            |
|    approx_kl            | 0.03433932 |
|    clip_fraction        | 0.197      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.09      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 14.9       |
|    n_updates            | 530        |
|    policy_gradient_loss | -0.0685    |
|    value_loss           | 31.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 55          |
|    time_elapsed         | 31151       |
|    total_timesteps      | 3520        |
| train/                  |             |
|    approx_kl            | 0.029980943 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.93       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 16.3        |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0636     |
|    value_loss           | 33.9        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -182        |
| time/                   |             |
|    total_timesteps      | 3584        |
| train/                  |             |
|    approx_kl            | 0.025252137 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.79       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 12.8        |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0673     |
|    value_loss           | 26.9        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 104      |
|    ep_rew_mean     | -288     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 56       |
|    time_elapsed    | 34093    |
|    total_timesteps | 3584     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 57          |
|    time_elapsed         | 34209       |
|    total_timesteps      | 3648        |
| train/                  |             |
|    approx_kl            | 0.033944964 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.65       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 17.1        |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0667     |
|    value_loss           | 35.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 58          |
|    time_elapsed         | 34329       |
|    total_timesteps      | 3712        |
| train/                  |             |
|    approx_kl            | 0.023318913 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -6.45       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 15.1        |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.0504     |
|    value_loss           | 31.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 59         |
|    time_elapsed         | 34456      |
|    total_timesteps      | 3776       |
| train/                  |            |
|    approx_kl            | 0.02731265 |
|    clip_fraction        | 0.141      |
|    clip_range           | 0.2        |
|    entropy_loss         | -6.29      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 12.2       |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.0629    |
|    value_loss           | 25.5       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 60         |
|    time_elapsed         | 34557      |
|    total_timesteps      | 3840       |
| train/                  |            |
|    approx_kl            | 0.02043181 |
|    clip_fraction        | 0.0875     |
|    clip_range           | 0.2        |
|    entropy_loss         | -6.21      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 13.9       |
|    n_updates            | 590        |
|    policy_gradient_loss | -0.0476    |
|    value_loss           | 29         |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 61         |
|    time_elapsed         | 34661      |
|    total_timesteps      | 3904       |
| train/                  |            |
|    approx_kl            | 0.03502047 |
|    clip_fraction        | 0.197      |
|    clip_range           | 0.2        |
|    entropy_loss         | -6.1       |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 9.46       |
|    n_updates            | 600        |
|    policy_gradient_loss | -0.081     |
|    value_loss           | 20         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 62          |
|    time_elapsed         | 34753       |
|    total_timesteps      | 3968        |
| train/                  |             |
|    approx_kl            | 0.031027105 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.93       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 8.7         |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0639     |
|    value_loss           | 18.4        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -288       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 63         |
|    time_elapsed         | 34862      |
|    total_timesteps      | 4032       |
| train/                  |            |
|    approx_kl            | 0.03215894 |
|    clip_fraction        | 0.166      |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.78      |
|    explained_variance   | 5.96e-08   |
|    learning_rate        | 0.0003     |
|    loss                 | 6.24       |
|    n_updates            | 620        |
|    policy_gradient_loss | -0.0618    |
|    value_loss           | 13.4       |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.032552026 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.81       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 9.08        |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0727     |
|    value_loss           | 19.2        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 104      |
|    ep_rew_mean     | -288     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 64       |
|    time_elapsed    | 37779    |
|    total_timesteps | 4096     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 65          |
|    time_elapsed         | 37884       |
|    total_timesteps      | 4160        |
| train/                  |             |
|    approx_kl            | 0.036718592 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.84       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 9.33        |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0663     |
|    value_loss           | 19.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 66          |
|    time_elapsed         | 37989       |
|    total_timesteps      | 4224        |
| train/                  |             |
|    approx_kl            | 0.026313182 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.72       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 7.26        |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.0559     |
|    value_loss           | 15.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 67          |
|    time_elapsed         | 38087       |
|    total_timesteps      | 4288        |
| train/                  |             |
|    approx_kl            | 0.024443105 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.66       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 12.6        |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0519     |
|    value_loss           | 26.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -288        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 68          |
|    time_elapsed         | 38198       |
|    total_timesteps      | 4352        |
| train/                  |             |
|    approx_kl            | 0.027610064 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.63       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 8.99        |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0698     |
|    value_loss           | 19.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | -282        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 69          |
|    time_elapsed         | 38291       |
|    total_timesteps      | 4416        |
| train/                  |             |
|    approx_kl            | 0.026144825 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.65       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 10.3        |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.0572     |
|    value_loss           | 21.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 123        |
|    ep_rew_mean          | -282       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 70         |
|    time_elapsed         | 38385      |
|    total_timesteps      | 4480       |
| train/                  |            |
|    approx_kl            | 0.10080221 |
|    clip_fraction        | 0.491      |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.55      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 28.2       |
|    n_updates            | 690        |
|    policy_gradient_loss | -0.0988    |
|    value_loss           | 56.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 71          |
|    time_elapsed         | 38487       |
|    total_timesteps      | 4544        |
| train/                  |             |
|    approx_kl            | 0.020173997 |
|    clip_fraction        | 0.0969      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.45       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 7.25        |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0465     |
|    value_loss           | 15          |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 4608        |
| train/                  |             |
|    approx_kl            | 0.014706491 |
|    clip_fraction        | 0.0688      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.41       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 28.8        |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0367     |
|    value_loss           | 58.4        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 129      |
|    ep_rew_mean     | -280     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 72       |
|    time_elapsed    | 41362    |
|    total_timesteps | 4608     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 73          |
|    time_elapsed         | 41455       |
|    total_timesteps      | 4672        |
| train/                  |             |
|    approx_kl            | 0.016405586 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.39       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 6.81        |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.04       |
|    value_loss           | 14.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 74          |
|    time_elapsed         | 41546       |
|    total_timesteps      | 4736        |
| train/                  |             |
|    approx_kl            | 0.017981078 |
|    clip_fraction        | 0.0984      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.43       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 6.44        |
|    n_updates            | 730         |
|    policy_gradient_loss | -0.0433     |
|    value_loss           | 13.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 75          |
|    time_elapsed         | 41637       |
|    total_timesteps      | 4800        |
| train/                  |             |
|    approx_kl            | 0.017677587 |
|    clip_fraction        | 0.0891      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.46       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 6.11        |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.0486     |
|    value_loss           | 13.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 129        |
|    ep_rew_mean          | -280       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 76         |
|    time_elapsed         | 41729      |
|    total_timesteps      | 4864       |
| train/                  |            |
|    approx_kl            | 0.01820511 |
|    clip_fraction        | 0.0859     |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.41      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 6.4        |
|    n_updates            | 750        |
|    policy_gradient_loss | -0.0422    |
|    value_loss           | 13.6       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 77          |
|    time_elapsed         | 41824       |
|    total_timesteps      | 4928        |
| train/                  |             |
|    approx_kl            | 0.025982507 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.36       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 5.53        |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0582     |
|    value_loss           | 11.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 78          |
|    time_elapsed         | 41914       |
|    total_timesteps      | 4992        |
| train/                  |             |
|    approx_kl            | 0.021784266 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.34       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 8.89        |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.0476     |
|    value_loss           | 18.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -280        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 79          |
|    time_elapsed         | 42010       |
|    total_timesteps      | 5056        |
| train/                  |             |
|    approx_kl            | 0.016031437 |
|    clip_fraction        | 0.0922      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.37       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 5.72        |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.0415     |
|    value_loss           | 12.3        |
-----------------------------------------
